County of Santa Barbara,,,,,,
Daily Rainfall Record - through 08-31-2020,,,,,,
,,,,,,
#352 - Guadalupe City,,,,,,
"Lat 34-57-45, Long 120-34-17, Elev 85 ft",,,,,,
352,2010,2010,1,19,0.70,
352,2010,2010,1,20,1.65,
352,2010,2010,1,21,1.10,
352,2010,2010,1,22,0.92,
352,2010,2010,1,23,0.26,
352,2010,2010,1,26,0.09,
352,2010,2010,1,27,0.70,
352,2010,2010,1,30,0.05,
352,2010,2010,1,31,0.01,
352,2010,2010,2,4,0.01,
352,2010,2010,2,5,0.48,
352,2010,2010,2,6,0.14,
352,2010,2010,2,7,0.44,
352,2010,2010,2,9,0.57,
352,2010,2010,2,10,0.07,
352,2010,2010,2,11,0.01,
352,2010,2010,2,15,0.01,
352,2010,2010,2,20,0.08,
352,2010,2010,2,21,0.26,
352,2010,2010,2,22,0.06,
352,2010,2010,2,24,0.19,
352,2010,2010,2,25,0.15,
352,2010,2010,2,27,1.18,
352,2010,2010,2,28,0.01,
352,2010,2010,3,3,0.22,
352,2010,2010,3,4,0.15,
352,2010,2010,3,5,0.01,
352,2010,2010,3,8,0.01,
352,2010,2010,3,10,0.05,
352,2010,2010,3,13,0.07,
352,2010,2010,3,14,0.01,
352,2010,2010,3,22,0.01,
352,2010,2010,3,30,0.07,
352,2010,2010,3,31,0.02,
352,2010,2010,4,1,0.04,
352,2010,2010,4,5,0.22,
352,2010,2010,4,12,0.97,
352,2010,2010,4,13,0.07,
352,2010,2010,4,20,0.32,
352,2010,2010,4,21,0.26,
352,2010,2010,4,26,0.01,
352,2010,2010,4,28,0.04,
352,2010,2010,4,29,0.01,
352,2010,2010,5,18,0.17,
352,2010,2010,5,19,0.01,
352,2010,2010,8,7,0.01,
352,2011,2010,9,1,0.01,
352,2011,2010,9,5,0.01,
352,2011,2010,9,6,0.01,
352,2011,2010,9,11,0.01,
352,2011,2010,9,15,0.01,
352,2011,2010,9,21,0.01,
352,2011,2010,9,24,0.01,
352,2011,2010,10,1,0.01,
352,2011,2010,10,6,0.68,
352,2011,2010,10,7,0.03,
352,2011,2010,10,8,0.01,
352,2011,2010,10,13,0.01,
352,2011,2010,10,15,0.01,
352,2011,2010,10,16,0.02,
352,2011,2010,10,17,0.02,
352,2011,2010,10,18,0.09,
352,2011,2010,10,19,0.15,
352,2011,2010,10,23,0.05,
352,2011,2010,10,25,0.12,
352,2011,2010,10,26,0.01,
352,2011,2010,10,30,0.84,
352,2011,2010,11,7,0.01,
352,2011,2010,11,8,0.45,
352,2011,2010,11,10,0.01,
352,2011,2010,11,18,0.01,
352,2011,2010,11,20,0.31,
352,2011,2010,11,21,0.42,
352,2011,2010,11,22,0.06,
352,2011,2010,11,24,0.03,
352,2011,2010,11,28,0.02,
352,2011,2010,12,4,0.04,
352,2011,2010,12,6,0.45,
352,2011,2010,12,7,0.01,
352,2011,2010,12,8,0.01,
352,2011,2010,12,10,0.01,
352,2011,2010,12,11,0.01,
352,2011,2010,12,15,0.06,
352,2011,2010,12,17,0.23,
352,2011,2010,12,18,0.45,
352,2011,2010,12,19,3.49,
352,2011,2010,12,20,1.85,
352,2011,2010,12,21,0.72,
352,2011,2010,12,22,0.53,
352,2011,2010,12,23,0.02,
352,2011,2010,12,26,0.78,
352,2011,2010,12,27,0.01,
352,2011,2010,12,29,1.21,
352,2011,2011,1,2,0.47,
352,2011,2011,1,3,0.15,
352,2011,2011,1,30,0.09,
352,2011,2011,1,31,0.02,
352,2011,2011,2,1,0.01,
352,2011,2011,2,16,0.22,
352,2011,2011,2,17,0.06,
352,2011,2011,2,18,0.01,
352,2011,2011,2,19,1.50,
352,2011,2011,2,20,0.43,
352,2011,2011,2,21,0.01,
352,2011,2011,2,25,0.01,
352,2011,2011,2,26,0.55,
352,2011,2011,3,2,0.04,
352,2011,2011,3,3,0.05,
352,2011,2011,3,5,0.01,
352,2011,2011,3,7,0.11,
352,2011,2011,3,13,0.01,
352,2011,2011,3,19,0.40,
352,2011,2011,3,20,2.70,
352,2011,2011,3,21,0.57,
352,2011,2011,3,23,0.04,
352,2011,2011,3,24,0.55,
352,2011,2011,3,25,0.46,
352,2011,2011,3,27,0.02,
352,2011,2011,3,28,0.01,
352,2011,2011,4,8,0.05,
352,2011,2011,4,21,0.10,
352,2011,2011,4,22,0.01,
352,2011,2011,4,25,0.01,
352,2011,2011,5,15,0.06,
352,2011,2011,5,16,0.01,
352,2011,2011,5,17,0.23,
352,2011,2011,5,18,0.09,
352,2011,2011,5,19,0.01,
352,2011,2011,5,29,0.06,
352,2011,2011,6,5,0.36,
352,2011,2011,6,6,0.40,
352,2011,2011,6,7,0.01,
352,2011,2011,6,24,0.01,
352,2011,2011,6,30,0.01,
352,2011,2011,7,22,0.01,
352,2011,2011,8,10,0.01,
352,2011,2011,8,26,0.01,
352,2011,2011,8,28,0.01,
352,2012,2011,9,7,0.01,
352,2012,2011,9,10,0.03,
352,2012,2011,9,11,0.03,
352,2012,2011,9,12,0.01,
352,2012,2011,9,20,0.02,
352,2012,2011,9,23,0.01,
352,2012,2011,10,4,0.12,
352,2012,2011,10,5,0.65,
352,2012,2011,10,6,0.07,
352,2012,2011,10,7,0.04,
352,2012,2011,10,10,0.01,
352,2012,2011,10,12,0.01,
352,2012,2011,10,19,0.01,
352,2012,2011,11,4,0.04,
352,2012,2011,11,6,0.09,
352,2012,2011,11,12,0.54,
352,2012,2011,11,16,0.01,
352,2012,2011,11,20,0.56,
352,2012,2011,11,21,0.25,
352,2012,2011,12,1,0.01,
352,2012,2011,12,12,0.12,
352,2012,2011,12,13,0.08,
352,2012,2011,12,16,0.04,
352,2012,2011,12,22,0.02,
352,2012,2011,12,27,0.01,
352,2012,2012,1,4,0.01,
352,2012,2012,1,11,0.01,
352,2012,2012,1,13,0.01,
352,2012,2012,1,21,0.58,
352,2012,2012,1,23,0.46,
352,2012,2012,1,24,0.25,
352,2012,2012,2,7,0.01,
352,2012,2012,2,13,0.07,
352,2012,2012,2,14,0.08,
352,2012,2012,2,15,0.11,
352,2012,2012,2,27,0.03,
352,2012,2012,3,17,0.94,
352,2012,2012,3,18,0.61,
352,2012,2012,3,19,0.05,
352,2012,2012,3,20,0.01,
352,2012,2012,3,25,0.29,
352,2012,2012,3,26,0.19,
352,2012,2012,3,28,0.13,
352,2012,2012,3,29,0.01,
352,2012,2012,4,1,0.29,
352,2012,2012,4,11,0.90,
352,2012,2012,4,13,0.82,
352,2012,2012,4,14,0.09,
352,2012,2012,4,25,0.09,
352,2012,2012,4,26,0.36,
352,2012,2012,4,27,0.01,
352,2013,2012,9,4,0.01,
352,2013,2012,9,19,0.01,
352,2013,2012,10,4,0.01,
352,2013,2012,10,10,0.01,
352,2013,2012,10,11,0.01,
352,2013,2012,10,12,0.01,
352,2013,2012,10,23,0.02,
352,2013,2012,10,30,0.01,
352,2013,2012,11,9,0.01,
352,2013,2012,11,10,0.13,
352,2013,2012,11,17,0.21,
352,2013,2012,11,18,0.06,
352,2013,2012,11,19,0.04,
352,2013,2012,11,21,0.01,
352,2013,2012,11,29,0.02,
352,2013,2012,12,1,0.10,
352,2013,2012,12,2,0.22,
352,2013,2012,12,3,0.33,
352,2013,2012,12,6,0.01,
352,2013,2012,12,13,0.15,
352,2013,2012,12,16,0.09,
352,2013,2012,12,17,0.02,
352,2013,2012,12,18,0.15,
352,2013,2012,12,22,0.28,
352,2013,2012,12,23,0.19,
352,2013,2012,12,24,0.39,
352,2013,2012,12,26,0.25,
352,2013,2012,12,29,0.36,
352,2013,2012,12,31,0.01,
352,2013,2013,1,6,0.29,
352,2013,2013,1,7,0.26,
352,2013,2013,1,10,0.02,
352,2013,2013,1,24,0.11,
352,2013,2013,1,25,0.06,
352,2013,2013,1,26,0.01,
352,2013,2013,2,7,0.01,
352,2013,2013,2,8,0.24,
352,2013,2013,2,9,0.41,
352,2013,2013,2,10,0.01,
352,2013,2013,2,13,0.01,
352,2013,2013,2,20,0.22,
352,2013,2013,3,6,0.03,
352,2013,2013,3,7,0.01,
352,2013,2013,3,8,0.51,
352,2013,2013,3,12,0.01,
352,2013,2013,3,13,0.01,
352,2013,2013,3,15,0.01,
352,2013,2013,4,1,0.07,
352,2013,2013,4,2,0.12,
352,2013,2013,4,3,0.01,
352,2013,2013,4,4,0.01,
352,2013,2013,4,8,0.01,
352,2013,2013,4,9,0.01,
352,2013,2013,5,6,0.13,
352,2013,2013,6,5,0.01,
352,2013,2013,8,17,0.01,
352,2013,2013,8,30,0.01,
352,2014,2013,9,10,0.01,
352,2014,2013,9,26,0.01,
352,2014,2013,10,11,0.01,
352,2014,2013,10,28,0.05,
352,2014,2013,10,29,0.11,
352,2014,2013,11,15,0.01,
352,2014,2013,11,17,0.01,
352,2014,2013,11,20,0.02,
352,2014,2013,11,21,0.09,
352,2014,2013,11,30,0.02,
352,2014,2013,12,7,0.14,
352,2014,2013,12,24,0.01,
352,2014,2013,12,25,0.01,
352,2014,2014,1,31,0.01,
352,2014,2014,2,2,0.01,
352,2014,2014,2,3,0.23,
352,2014,2014,2,7,0.21,
352,2014,2014,2,8,0.01,
352,2014,2014,2,9,0.06,
352,2014,2014,2,10,0.04,
352,2014,2014,2,11,0.01,
352,2014,2014,2,14,0.02,
352,2014,2014,2,15,0.01,
352,2014,2014,2,27,0.32,
352,2014,2014,2,28,0.82,
352,2014,2014,3,1,0.35,
352,2014,2014,3,2,0.38,
352,2014,2014,3,3,0.06,
352,2014,2014,3,8,0.01,
352,2014,2014,3,26,0.07,
352,2014,2014,3,27,0.01,
352,2014,2014,3,30,0.18,
352,2014,2014,4,1,0.36,
352,2014,2014,4,2,0.33,
352,2014,2014,4,3,0.02,
352,2014,2014,4,26,0.17,
352,2014,2014,4,27,0.01,
352,2014,2014,8,16,0.01,
352,2015,2014,9,9,0.01,
352,2015,2014,10,1,0.01,
352,2015,2014,10,12,0.01,
352,2015,2014,10,16,0.01,
352,2015,2014,11,1,1.16,
352,2015,2014,11,2,0.05,
352,2015,2014,11,9,0.01,
352,2015,2014,11,14,0.03,
352,2015,2014,11,20,0.14,
352,2015,2014,11,21,0.02,
352,2015,2014,11,23,0.01,
352,2015,2014,12,2,0.45,
352,2015,2014,12,3,0.48,
352,2015,2014,12,4,0.01,
352,2015,2014,12,10,0.01,
352,2015,2014,12,12,3.10,
352,2015,2014,12,13,0.14,
352,2015,2014,12,16,0.06,
352,2015,2014,12,17,0.15,
352,2015,2014,12,18,0.01,
352,2015,2015,1,11,0.14,
352,2015,2015,1,12,0.01,
352,2015,2015,1,20,0.01,
352,2015,2015,1,27,0.01,
352,2015,2015,1,29,0.01,
352,2015,2015,2,4,0.01,
352,2015,2015,2,7,0.04,
352,2015,2015,2,8,0.14,
352,2015,2015,2,9,0.04,
352,2015,2015,3,1,0.02,
352,2015,2015,3,2,0.15,
352,2015,2015,3,3,0.03,
352,2015,2015,4,8,0.37,
352,2015,2015,4,25,0.09,
352,2015,2015,4,26,0.06,
352,2015,2015,5,8,0.02,
352,2015,2015,5,15,0.26,
352,2015,2015,6,2,0.01,
352,2015,2015,6,10,0.02,
352,2015,2015,7,19,0.43,
352,2015,2015,7,20,0.36,
352,2016,2015,9,15,0.04,
352,2016,2015,10,1,0.01,
352,2016,2015,10,4,0.02,
352,2016,2015,10,12,0.01,
352,2016,2015,10,15,0.01,
352,2016,2015,10,27,0.01,
352,2016,2015,11,2,0.03,
352,2016,2015,11,3,0.43,
352,2016,2015,11,9,0.15,
352,2016,2015,11,10,0.19,
352,2016,2015,11,16,0.21,
352,2016,2015,11,25,0.13,
352,2016,2015,12,4,0.04,
352,2016,2015,12,11,0.06,
352,2016,2015,12,12,0.21,
352,2016,2015,12,13,0.01,
352,2016,2015,12,14,0.12,
352,2016,2015,12,19,0.05,
352,2016,2015,12,20,0.41,
352,2016,2015,12,22,0.24,
352,2016,2015,12,23,0.01,
352,2016,2015,12,25,0.04,
352,2016,2015,12,26,0.01,
352,2016,2015,12,28,0.01,
352,2016,2016,1,5,0.22,
352,2016,2016,1,6,0.33,
352,2016,2016,1,7,1.14,
352,2016,2016,1,8,0.02,
352,2016,2016,1,10,0.03,
352,2016,2016,1,11,0.11,
352,2016,2016,1,12,0.01,
352,2016,2016,1,14,0.01,
352,2016,2016,1,15,0.01,
352,2016,2016,1,16,0.01,
352,2016,2016,1,17,0.01,
352,2016,2016,1,18,0.03,
352,2016,2016,1,20,0.34,
352,2016,2016,1,22,0.01,
352,2016,2016,1,23,0.27,
352,2016,2016,1,24,0.01,
352,2016,2016,1,30,0.07,
352,2016,2016,1,31,0.46,
352,2016,2016,2,1,0.52,
352,2016,2016,2,18,0.38,
352,2016,2016,2,22,0.01,
352,2016,2016,3,5,0.04,
352,2016,2016,3,6,0.67,
352,2016,2016,3,7,0.58,
352,2016,2016,3,8,0.18,
352,2016,2016,3,10,0.01,
352,2016,2016,3,12,0.84,
352,2016,2016,3,14,0.10,
352,2016,2016,3,22,0.01,
352,2016,2016,4,8,0.04,
352,2016,2016,4,9,0.13,
352,2016,2016,4,10,0.23,
352,2016,2016,4,11,0.01,
352,2016,2016,4,23,0.02,
352,2016,2016,5,6,0.02,
352,2016,2016,8,15,0.01,
352,2017,2016,9,19,0.01,
352,2017,2016,10,15,0.02,
352,2017,2016,10,16,0.13,
352,2017,2016,10,17,0.08,
352,2017,2016,10,24,0.01,
352,2017,2016,10,28,1.31,
352,2017,2016,10,29,0.04,
352,2017,2016,10,31,0.02,
352,2017,2016,11,1,0.01,
352,2017,2016,11,3,0.01,
352,2017,2016,11,4,0.01,
352,2017,2016,11,5,0.08,
352,2017,2016,11,8,0.09,
352,2017,2016,11,14,0.01,
352,2017,2016,11,17,0.01,
352,2017,2016,11,21,0.54,
352,2017,2016,11,27,0.60,
352,2017,2016,11,28,0.01,
352,2017,2016,12,9,0.86,
352,2017,2016,12,10,0.02,
352,2017,2016,12,11,0.06,
352,2017,2016,12,12,0.01,
352,2017,2016,12,16,1.04,
352,2017,2016,12,24,0.62,
352,2017,2016,12,27,0.01,
352,2017,2016,12,30,0.02,
352,2017,2016,12,31,0.01,
352,2017,2017,1,1,0.01,
352,2017,2017,1,5,0.87,
352,2017,2017,1,6,0.01,
352,2017,2017,1,7,0.07,
352,2017,2017,1,8,0.38,
352,2017,2017,1,9,1.47,
352,2017,2017,1,10,0.07,
352,2017,2017,1,11,0.22,
352,2017,2017,1,12,0.14,
352,2017,2017,1,13,0.11,
352,2017,2017,1,15,0.01,
352,2017,2017,1,19,0.51,
352,2017,2017,1,20,0.35,
352,2017,2017,1,21,0.71,
352,2017,2017,1,22,0.31,
352,2017,2017,1,23,0.30,
352,2017,2017,1,24,0.15,
352,2017,2017,1,26,0.01,
352,2017,2017,2,2,0.20,
352,2017,2017,2,3,0.07,
352,2017,2017,2,4,0.01,
352,2017,2017,2,6,0.87,
352,2017,2017,2,8,0.34,
352,2017,2017,2,9,0.01,
352,2017,2017,2,10,0.28,
352,2017,2017,2,11,0.19,
352,2017,2017,2,12,0.20,
352,2017,2017,2,15,0.01,
352,2017,2017,2,17,0.97,
352,2017,2017,2,18,1.48,
352,2017,2017,2,19,0.05,
352,2017,2017,2,20,0.29,
352,2017,2017,2,21,0.20,
352,2017,2017,2,22,0.06,
352,2017,2017,2,23,0.01,
352,2017,2017,2,26,0.07,
352,2017,2017,3,5,0.07,
352,2017,2017,3,6,0.05,
352,2017,2017,3,18,0.01,
352,2017,2017,3,21,0.20,
352,2017,2017,3,22,0.14,
352,2017,2017,3,25,0.27,
352,2017,2017,4,8,0.08,
352,2017,2017,4,9,0.01,
352,2017,2017,4,13,0.04,
352,2017,2017,4,14,0.02,
352,2017,2017,4,17,0.15,
352,2017,2017,4,18,0.34,
352,2017,2017,4,19,0.03,
352,2017,2017,5,6,0.01,
352,2017,2017,5,7,0.17,
352,2017,2017,5,8,0.13,
352,2017,2017,5,9,0.01,
352,2017,2017,5,10,0.01,
352,2017,2017,5,25,0.01,
352,2018,2017,9,4,0.17,
352,2018,2017,9,5,0.01,
352,2018,2017,9,11,0.15,
352,2018,2017,9,12,0.01,
352,2018,2017,10,2,0.01,
352,2018,2017,10,20,0.03,
352,2018,2017,10,21,0.01,
352,2018,2017,10,29,0.01,
352,2018,2017,11,3,0.01,
352,2018,2017,11,19,0.01,
352,2018,2017,11,27,0.11,
352,2018,2017,12,22,0.01,
352,2018,2018,1,4,0.65,
352,2018,2018,1,5,0.02,
352,2018,2018,1,7,0.01,
352,2018,2018,1,8,0.15,
352,2018,2018,1,9,1.13,
352,2018,2018,1,10,0.03,
352,2018,2018,1,19,0.05,
352,2018,2018,1,25,0.04,
352,2018,2018,2,15,0.01,
352,2018,2018,2,20,0.01,
352,2018,2018,2,27,0.28,
352,2018,2018,3,2,0.34,
352,2018,2018,3,3,0.17,
352,2018,2018,3,4,0.14,
352,2018,2018,3,11,0.43,
352,2018,2018,3,13,0.07,
352,2018,2018,3,14,0.08,
352,2018,2018,3,15,0.06,
352,2018,2018,3,16,0.02,
352,2018,2018,3,17,0.20,
352,2018,2018,3,21,0.85,
352,2018,2018,3,22,1.15,
352,2018,2018,3,23,0.10,
352,2018,2018,3,24,0.01,
352,2018,2018,3,31,0.01,
352,2018,2018,4,7,0.02,
352,2018,2018,4,8,0.11,
352,2018,2018,4,12,0.02,
352,2018,2018,4,16,0.07,
352,2018,2018,4,17,0.04,
352,2018,2018,4,19,0.19,
352,2018,2018,4,20,0.01,
352,2018,2018,4,24,0.01,
352,2019,2018,9,22,0.01,
352,2019,2018,10,3,0.28,
352,2019,2018,10,4,0.13,
352,2019,2018,10,6,0.01,
352,2019,2018,10,24,0.01,
352,2019,2018,10,25,0.01,
352,2019,2018,10,27,0.01,
352,2019,2018,10,29,0.01,
352,2019,2018,11,22,0.25,
352,2019,2018,11,24,0.03,
352,2019,2018,11,25,0.01,
352,2019,2018,11,29,0.77,
352,2019,2018,11,30,0.41,
352,2019,2018,12,5,0.04,
352,2019,2018,12,6,0.04,
352,2019,2018,12,7,0.02,
352,2019,2018,12,17,0.34,
352,2019,2018,12,18,0.01,
352,2019,2018,12,24,0.01,
352,2019,2018,12,25,0.55,
352,2019,2019,1,6,0.77,
352,2019,2019,1,7,0.25,
352,2019,2019,1,9,0.01,
352,2019,2019,1,10,0.14,
352,2019,2019,1,11,0.01,
352,2019,2019,1,12,0.78,
352,2019,2019,1,14,0.03,
352,2019,2019,1,15,0.07,
352,2019,2019,1,16,0.13,
352,2019,2019,1,17,0.72,
352,2019,2019,1,18,0.01,
352,2019,2019,1,21,0.03,
352,2019,2019,1,31,0.56,
352,2019,2019,2,1,0.20,
352,2019,2019,2,2,0.54,
352,2019,2019,2,3,0.45,
352,2019,2019,2,4,0.55,
352,2019,2019,2,5,0.20,
352,2019,2019,2,6,0.04,
352,2019,2019,2,9,0.37,
352,2019,2019,2,10,0.19,
352,2019,2019,2,11,0.08,
352,2019,2019,2,13,0.14,
352,2019,2019,2,14,0.21,
352,2019,2019,2,15,0.30,
352,2019,2019,2,16,0.25,
352,2019,2019,2,17,0.28,
352,2019,2019,2,18,0.20,
352,2019,2019,2,21,0.07,
352,2019,2019,2,22,0.20,
352,2019,2019,2,27,0.10,
352,2019,2019,2,28,0.17,
352,2019,2019,3,1,0.01,
352,2019,2019,3,2,0.78,
352,2019,2019,3,3,0.12,
352,2019,2019,3,4,0.02,
352,2019,2019,3,5,0.01,
352,2019,2019,3,6,0.81,
352,2019,2019,3,7,0.07,
352,2019,2019,3,8,0.08,
352,2019,2019,3,20,0.45,
352,2019,2019,3,21,0.16,
352,2019,2019,3,23,0.02,
352,2019,2019,3,24,0.06,
352,2019,2019,3,27,0.25,
352,2019,2019,3,28,0.03,
352,2019,2019,4,3,0.03,
352,2019,2019,4,16,0.07,
352,2019,2019,4,27,0.01,
352,2019,2019,4,29,0.18,
352,2019,2019,5,6,0.06,
352,2019,2019,5,7,0.02,
352,2019,2019,5,16,0.29,
352,2019,2019,5,19,0.50,
352,2019,2019,5,20,0.05,
352,2019,2019,5,21,0.02,
352,2019,2019,5,23,0.02,
352,2019,2019,5,24,0.01,
352,2019,2019,5,26,0.03,
352,2019,2019,5,27,0.06,
352,2019,2019,6,25,0.01,
352,2019,2019,8,11,0.01,
352,2019,2019,8,24,0.01,
352,2020,2019,11,5,0.01,
352,2020,2019,11,9,0.01,
352,2020,2019,11,10,0.03,
352,2020,2019,11,11,0.01,
352,2020,2019,11,12,0.01,
352,2020,2019,11,13,0.01,
352,2020,2019,11,27,0.73,
352,2020,2019,11,28,0.68,
352,2020,2019,11,29,0.37,
352,2020,2019,11,30,0.01,
352,2020,2019,12,1,0.57,
352,2020,2019,12,4,0.42,
352,2020,2019,12,5,0.06,
352,2020,2019,12,8,0.09,
352,2020,2019,12,9,0.01,
352,2020,2019,12,10,0.01,
352,2020,2019,12,13,0.01,
352,2020,2019,12,15,0.01,
352,2020,2019,12,19,0.01,
352,2020,2019,12,23,0.92,
352,2020,2019,12,26,1.26,
352,2020,2019,12,27,0.01,
352,2020,2019,12,30,0.68,
352,2020,2020,1,10,0.14,
352,2020,2020,1,17,0.53,
352,2020,2020,1,21,0.01,
352,2020,2020,1,27,0.01,
352,2020,2020,2,8,0.01,
352,2020,2020,2,9,0.01,
352,2020,2020,2,15,0.01,
352,2020,2020,3,2,0.04,
352,2020,2020,3,7,0.06,
352,2020,2020,3,8,0.24,
352,2020,2020,3,10,0.04,
352,2020,2020,3,11,0.52,
352,2020,2020,3,12,0.42,
352,2020,2020,3,13,0.03,
352,2020,2020,3,14,0.02,
352,2020,2020,3,16,0.78,
352,2020,2020,3,17,0.62,
352,2020,2020,3,18,0.01,
352,2020,2020,3,20,0.01,
352,2020,2020,3,23,0.73,
352,2020,2020,3,24,0.01,
352,2020,2020,3,25,0.06,
352,2020,2020,3,26,0.02,
352,2020,2020,3,27,0.01,
352,2020,2020,4,5,0.01,
352,2020,2020,4,6,0.50,
352,2020,2020,4,7,0.10,
352,2020,2020,4,8,0.29,
352,2020,2020,4,9,0.49,
352,2020,2020,4,10,0.05,
352,2020,2020,4,18,0.01,
352,2020,2020,5,12,0.01,
352,2020,2020,5,18,0.14,
352,2020,2020,5,19,0.01,
352,2020,2020,6,5,0.04,
352,2020,2020,6,6,0.01,
352,2020,2020,6,28,0.01,
352,2020,2020,7,1,0.01,
352,2020,2020,8,14,0.04,
352,2020,2020,8,31,0.00,
